constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5, 10], [9.0, 1.0, 300], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  3  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 3 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  6  7  8  9  
BanditTestBatch: numCases: 4
BanditTestBatch: maxim sum reward: 2149.0
BanditTestBatch: random reward: 1365.5
 Evals       Score          p01       p02       p03       case01    case02    case03    case04 
   270       81.45     5.958881  0.914236  126.141475        56.34     87.38     99.99     82.09 
   271       75.46     5.679353  0.930206  114.037433        56.34     88.11     75.51     81.90 
   272       75.33     5.795134  0.894726  149.936222        56.34     87.38     75.49     82.11 
   273       81.43     6.255023  0.941307  149.102588        56.34     87.31     99.99     82.10 
   274       75.37     6.152373  0.947421  160.119571        56.34     87.53     75.51     82.09 
   275       81.69     5.881918  0.970226  141.116465        56.34     88.33    100.00     82.09 
   276       76.36     5.804918  0.996561  150.330773        59.09     88.76     75.50     82.09 
   277       81.73     6.164577  0.994732  154.682446        56.67     88.18    100.00     82.08 
   278       81.67     6.046928  0.990360  156.798819        56.34     88.25    100.00     82.10 
   279       81.71     5.819293  0.971410  162.524513        56.34     88.40    100.00     82.10 
   280       75.62     5.690477  0.965393  158.844285        56.34     88.55     75.51     82.10 
   281       75.37     6.313749  0.964732  171.312074        56.34     87.53     75.51     82.09 
   282       81.54     6.424047  0.993520  175.232368        56.34     87.75    100.00     82.08 
   283       81.78     6.316546  0.999821  177.007464        57.21     87.96     99.99     81.96 
   284       75.81     6.165854  0.998321  172.203039        57.60     88.18     75.50     81.96 
   285       75.44     6.331919  0.986959  173.961290        56.34     87.82     75.51     82.10 
   286       81.57     6.150166  0.985711  182.842908        56.34     88.04     99.99     81.91 
   287       75.42     6.364527  0.985394  179.172755        56.34     87.75     75.50     82.10 
   288       81.88     5.968988  0.991894  188.415048        57.03     88.40    100.00     82.10 
   289       81.59     6.187859  0.982695  185.229095        56.34     87.96     99.98     82.09 
   290       81.55     6.212534  0.981108  187.297386        56.34     87.89     99.98     81.97 
   291       75.37     6.352886  0.969047  182.587594        56.34     87.53     75.51     82.09 
   292       81.60     6.224095  0.988378  183.801739        56.34     87.96     99.99     82.10 
   293       81.88     5.958328  0.991462  183.123153        56.99     88.47     99.99     82.09 
   294       75.72     5.975300  0.991319  182.725441        56.86     88.40     75.51     82.12 
   295       81.71     5.986189  0.989606  184.360371        56.37     88.40    100.00     82.09 
   296       75.59     5.981643  0.990019  183.306793        56.50     88.40     75.51     81.97 
   297       75.74     5.933065  0.990493  183.910635        56.89     88.47     75.51     82.08 
   298       75.82     5.930394  0.992302  184.158510        57.35     88.47     75.51     81.96 
   299       82.05     5.922363  0.992939  184.366980        57.55     88.55    100.00     82.09 
   300       81.90     5.911588  0.990558  184.587231        57.03     88.47    100.00     82.10 
   301       81.90     5.938875  0.991137  184.979089        57.01     88.47    100.00     82.10 
   302       75.59     5.978544  0.989398  184.037176        56.36     88.40     75.51     82.09 
   303       75.97     5.910055  0.993422  184.808039        57.73     88.55     75.50     82.10 
   304       75.78     5.938875  0.991137  184.979089        57.01     88.47     75.50     82.12 
   305       80.67     6.429251  0.979830  250.565996        56.34     84.25     99.99     82.10 
   306       80.97     5.346312  0.920122  273.015660        56.34     85.49     99.99     82.07 
   307       80.56     5.334176  0.833432  295.053832        56.34     83.96     99.98     81.97 
   308       81.52     3.656298  0.797511  236.934393        56.34     87.67     99.99     82.09 
   309       81.43     4.235000  0.882638  213.219544        56.34     87.45     99.98     81.95 
   310       84.71     2.339857  0.934342  149.471851        88.38     92.84     75.50     82.12 
   311       76.76     4.453906  0.889390  81.569403        56.34     93.13     75.51     82.07 
   312       76.26     3.404912  0.835027  121.057292        56.34     91.24     75.51     81.95 
   313       91.97     1.463425  0.939581  106.640837        93.92     91.89     99.99     82.08 
   314       82.24     2.648835  0.891915  106.433643        78.16     93.20     75.51     82.10 
   315       88.00     0.768234  0.881201  113.748475        94.07     91.31     75.51     91.12 
   316       86.97     1.160092  0.857665  54.306521        93.68     96.62     75.49     82.10 
   317       77.82     2.625885  0.800841  42.171202        57.85     95.96     75.51     81.96 
   318       86.89     2.200583  0.807634  90.721511        70.26     95.38     99.99     81.94 
   319       77.59     2.353540  0.742263  32.714006        56.34     96.40     75.51     82.10 
   320       77.13     3.902768  0.857892  43.943671        56.34     94.58     75.50     82.09 
   321       83.14     3.258093  0.967730  91.053225        80.23     94.73     75.49     82.10 
   322       91.88     1.509428  0.925950  146.515875        93.59     91.96     99.99     81.97 
   323       84.46     2.084398  0.899661  130.502407        87.61     92.62     75.51     82.10 
   324       84.82     2.939610  0.982548  173.671351        88.48     93.20     75.51     82.07 
   325       91.77     1.923676  0.963398  123.875904        92.73     92.25     99.98     82.10 
   326       86.17     3.183765  0.916956  136.228880        70.19     92.40     99.98     82.10 
   327       94.59     1.418619  0.997240  108.271289        94.26     91.75    100.00     92.38 
   328       85.23     2.200929  0.907033  88.450150        87.35     95.96     75.50     82.12 
   329       91.82     2.106146  0.979993  106.725672        92.72     92.47    100.00     82.10 
   330       86.79     1.414757  0.933936  80.689999        93.95     95.60     75.49     82.10 
   331       92.46     2.002429  0.940785  72.552365        91.42     96.33    100.00     82.09 
   332       96.11     1.427307  0.993084  27.401524        94.37     97.71     99.99     92.38 
   333       95.90     1.117344  0.978951  37.866390        94.02     97.20    100.00     92.38 
   334       92.61     1.670601  0.890943  22.908023        90.79     97.56    100.00     82.10 
   335       91.96     2.281421  0.941461  67.565043        89.42     96.33     99.99     82.10 
   336       86.07     2.555896  0.977066  58.166152        90.44     96.40     75.49     81.94 
   337       86.37     2.084598  0.957633  70.177103        91.64     96.40     75.49     81.95 
   338       91.89     1.932670  0.884012  36.430091        88.37     97.13     99.98     82.09 
   339       89.78     2.272933  0.871441  15.225441        79.58     97.42    100.00     82.11 
   340       89.22     2.129471  0.839629  77.172075        78.96     95.96    100.00     81.97 
   341       93.01     0.817939  0.836677  89.285270        94.54     95.31    100.00     82.20 
   342       89.23     1.742349  0.757424  61.874995        78.43     96.40     99.99     82.12 
   343       80.17     2.092161  0.786173  137.417463        70.02     93.05     75.51     82.10 
   344       82.75     1.850495  0.831408  126.924772        80.85     92.55     75.51     82.09 
   345       86.48     1.333418  0.834105  59.046733        91.61     96.69     75.51     82.09 
   346       82.94     1.487657  0.778559  114.785847        81.87     92.25     75.51     82.12 
   347       88.24     0.626562  0.857052  105.820247        93.88     91.09     75.51     92.47 
   348       85.47     1.896747  0.869388  50.648995        87.51     96.76     75.50     82.10 
   349       81.12     2.401179  0.837446  34.175731        70.28     96.62     75.50     82.07 
   350       80.91     2.284237  0.820689  69.391516        70.27     95.96     75.51     81.91 
   351       89.08     2.929177  0.932589  83.993453        79.19     95.16     99.99     81.97 
   352       80.02     3.772122  0.929044  47.168704        67.16     95.45     75.50     81.96 
   353       77.09     4.112278  0.870066  50.885604        56.34     94.44     75.50     82.08 
   354       89.06     3.093447  0.933349  48.988395        78.32     96.04     99.99     81.91 
   355       88.99     3.433967  0.949730  22.443386        77.79     96.11     99.99     82.09 
   356       77.11     4.298238  0.910468  29.369970        56.34     94.51     75.49     82.09 
   357       80.49     3.954616  0.954122  23.218403        68.99     95.38     75.50     82.09 
   358       83.22     4.327449  0.896945  30.771656        56.34     94.44    100.00     82.11 
   359       82.77     3.207433  0.937605  53.996232        78.01     95.67     75.51     81.90 
   360       83.88     3.031190  0.969324  36.145940        81.44     96.47     75.50     82.11 
   361       77.76     4.201017  0.941413  54.380769        58.86     94.73     75.50     81.96 
   362       84.02     3.120412  0.979435  16.913057        81.86     96.76     75.51     81.96 
   363       83.72     3.135158  0.963883  27.632161        80.50     96.76     75.51     82.09 
   364       86.91     3.994501  0.966204  40.102261        70.31     95.38    100.00     81.96 
   365       81.05     3.504164  0.942829  35.401588        70.59     96.04     75.51     82.08 
   366       80.98     3.445283  0.935798  23.372937        70.23     96.11     75.50     82.07 
   367       83.80     2.987195  0.965162  40.898871        81.33     96.25     75.51     82.12 
   368       82.77     4.014329  0.982305  14.802817        78.16     95.45     75.51     81.95 
   369       86.43     3.762241  0.936942  43.653815        68.17     95.45     99.98     82.11 
   370       89.12     3.491672  0.961701  45.163920        78.55     95.82     99.98     82.11 
   371       89.35     2.881872  0.925470  31.950687        78.96     96.47    100.00     81.97 
   372       89.35     3.386355  0.961980  18.204786        79.10     96.18     99.99     82.11 
   373       82.57     4.111516  0.978157  31.123984        77.29     95.38     75.51     82.10 
   374       86.10     2.900368  0.997071  40.230966        90.42     96.40     75.50     82.09 
   375       92.42     2.584957  0.984940  27.129085        90.67     97.13    100.00     81.89 
   376       92.59     2.414185  0.980194  43.030397        91.47     96.76    100.00     82.11 
   377       86.60     2.572288  0.996699  28.649018        91.69     97.13     75.49     82.09 
   378       92.07     2.574760  0.965288  31.905478        89.36     96.84    100.00     82.09 
   379       85.75     2.333613  0.942749  44.251209        88.71     96.69     75.50     82.10 
   380       89.36     3.045979  0.940081  34.529601        79.09     96.40     99.99     81.97 
   381       92.23     2.181916  0.942187  35.300344        89.78     97.05     99.99     82.08 
   382       85.51     2.515117  0.941240  20.026957        87.41     97.05     75.49     82.07 
   383       92.34     2.397243  0.963898  35.434734        90.40     96.91     99.99     82.08 
   384       86.26     2.504015  0.981921  49.014946        90.76     96.69     75.51     82.09 
   385       92.44     2.281366  0.960547  38.922997        90.62     97.05    100.00     82.09 
   386       92.10     2.288773  0.945162  42.803018        89.52     96.76    100.00     82.10 
   387       92.38     2.418956  0.975624  43.418281        90.75     96.69    100.00     82.08 
   388       86.57     2.452139  0.989114  38.016524        91.69     96.98     75.51     82.09 
   389       86.02     2.469254  0.968738  40.840669        89.81     96.69     75.51     82.08 
   390       86.23     2.420136  0.975847  42.573507        90.76     96.69     75.51     81.96 
   391       92.27     2.494510  0.975426  51.545909        90.54     96.47    100.00     82.08 
   392       92.07     2.383532  0.959379  52.326386        89.72     96.47     99.99     82.08 
   393       86.20     2.332762  0.958733  49.499563        90.41     96.76     75.51     82.10 
   394       85.92     2.567403  0.973070  57.659760        89.70     96.40     75.51     82.08 
   395       85.93     2.368070  0.957054  52.684306        89.68     96.47     75.50     82.09 
   396       92.10     2.348925  0.956961  52.093086        89.74     96.55    100.00     82.10 
   397       92.07     2.315385  0.955156  52.419559        89.78     96.55     99.99     81.96 
   398       92.10     2.329277  0.955947  51.157443        89.77     96.55     99.99     82.11 
   399       92.25     2.304537  0.955620  50.133888        90.39     96.55    100.00     82.07 
   400       92.33     2.277606  0.955823  48.801067        90.47     96.76     99.99     82.09 
   401       86.26     2.253595  0.956823  48.689921        90.58     96.84     75.51     82.11 
   402       92.32     2.294641  0.956729  47.632428        90.45     96.76     99.99     82.09 
   403       92.38     2.258044  0.957627  48.164252        90.60     96.84    100.00     82.09 
   404       92.35     2.271465  0.959335  48.627221        90.61     96.84    100.00     81.97 
   405       86.23     2.271465  0.959335  48.627221        90.61     96.84     75.50     81.97 
   406       83.41     3.759966  0.874055  49.570317        56.34     95.24    100.00     82.08 
   407       80.15     4.174362  0.955345  35.617453        67.77     95.24     75.49     82.09 
   408       83.26     4.036722  0.903197  54.117696        56.34     94.73     99.99     81.97 
   409       76.95     3.496794  0.823708  89.150716        56.34     93.85     75.50     82.11 
   410       88.65     1.743712  0.790576  146.007838        79.94     92.55    100.00     82.10 
   411       76.65     2.129962  0.684745  100.434329        56.34     92.76     75.51     81.97 
   412       81.49     3.906657  0.647266  115.415698        56.34     87.53    100.00     82.07 
   413       82.82     3.882105  0.756364  80.961890        56.34     92.84     99.99     82.10 
   414       82.85     2.673447  0.796950  113.770524        56.85     92.47     99.98     82.10 
   415       82.05     3.357614  0.698871  149.114248        56.34     89.78    100.00     82.09 
   416       75.84     3.707402  0.737424  126.407425        56.34     89.42     75.51     82.09 
   417       75.67     3.131409  0.592962  183.664222        56.34     88.76     75.50     82.08 
   418       79.72     1.758040  0.694015  185.018813        68.35     92.91     75.51     82.10 
   419       85.43     1.064122  0.779028  190.871778        92.53     91.75     75.51     81.91 
   420       82.36     2.051482  0.697434  254.250175        56.92     90.44     99.99     82.08 
   421       87.80     1.164414  0.632105  297.395149        79.99     89.13     99.99     82.10 
   422       83.98     0.787634  0.584100  273.002297        89.77     88.55     75.51     82.09 
   423       81.74     2.609990  0.644228  246.078893        56.34     88.55     99.98     82.10 
   424       81.99     1.380183  0.731858  240.929056        81.18     89.20     75.51     82.09 
   425       81.83     2.992218  0.750105  209.939015        56.34     88.91     99.99     82.09 
   426       82.11     2.797276  0.794014  249.904335        56.34     90.00    100.00     82.10 
   427       81.67     4.141838  0.724753  198.909817        56.34     88.25    100.00     82.07 
   428       81.18     5.717666  0.816144  173.584317        56.34     86.29     99.98     82.09 
   429       81.54     4.725089  0.776536  169.411904        56.34     87.75     99.98     82.08 
   430       75.57     5.054353  0.864763  172.840694        56.34     88.33     75.50     82.10 
   431       81.57     5.012579  0.820110  182.146449        56.34     87.82     99.99     82.11 
   432       75.01     6.672829  0.917328  134.807532        56.34     86.22     75.50     81.96 
   433       75.48     5.181019  0.857222  151.676029        56.34     87.96     75.51     82.09 
   434       74.72     6.498577  0.825945  152.445635        56.34     84.91     75.51     82.11 
   435       79.18     6.921229  0.766424  145.491155        56.34     78.29     99.99     82.10 
   436       79.48     5.829181  0.707462  122.375125        56.34     79.60    100.00     81.96 
   437       81.44     4.424806  0.709328  104.067937        56.34     87.31     99.99     82.11 
   438       82.04     3.601793  0.737194  142.017857        56.34     89.71     99.99     82.11 
   439       74.70     4.941313  0.658946  125.294704        56.34     84.98     75.50     81.96 
   440       76.57     2.512261  0.741517  154.572043        56.34     92.33     75.50     82.12 
   441       81.89     4.263759  0.805872  110.543876        56.34     89.13     99.99     82.11 
   442       81.15     5.207477  0.748217  119.423271        56.34     86.15    100.00     82.10 
   443       75.19     5.449695  0.813465  124.923043        56.34     86.80     75.51     82.11 
   444       74.77     5.459138  0.733812  134.601057        56.34     85.35     75.49     81.91 
   445       74.71     5.767545  0.749302  155.950775        56.34     84.91     75.49     82.10 
   446       81.22     5.343611  0.781417  138.863119        56.34     86.44     99.99     82.10 
   447       75.27     4.624592  0.726853  174.324611        56.34     87.16     75.51     82.07 
   448       74.71     5.879885  0.759768  132.379783        56.34     84.91     75.50     82.08 
   449       74.95     5.431475  0.764132  174.068307        56.34     86.00     75.50     81.96 
   450       75.30     4.361911  0.696442  161.055029        56.34     87.24     75.49     82.11 
   451       75.49     4.301347  0.736836  134.821737        56.34     88.04     75.49     82.08 
   452       81.18     4.865951  0.721533  171.756960        56.34     86.44     99.98     81.96 
   453       74.81     5.545935  0.742132  161.683621        56.34     85.27     75.51     82.11 
   454       80.55     4.226893  0.682158  201.528456        56.34     83.89    100.00     81.97 
   455       75.44     4.033185  0.681595  199.728493        56.34     87.82     75.51     82.07 
   456       81.42     4.596720  0.729623  181.720215        56.34     87.24    100.00     82.09 
   457       75.71     3.668117  0.693860  190.967840        56.34     88.91     75.50     82.10 
   458       81.59     3.047279  0.693243  217.943371        56.34     87.89    100.00     82.11 
   459       81.18     3.522898  0.698718  232.683235        56.34     86.44     99.99     81.96 
   460       82.00     2.636186  0.717539  218.231841        56.34     89.56     99.99     82.11 
